age,gender,genre1,genre2,genre3,suggested_genre
44,0,29,30,31,29
25,0,7,6,5,7
60,0,35,33,32,35
53,0,10,11,12,10
33,0,20,22,21,21
34,1,24,23,25,24
33,1,16,17,15,15
30,1,20,22,21,20
59,1,27,28,26,27
31,0,21,20,22,21
37,0,7,5,6,6
22,1,11,12,10,12
53,0,34,33,35,33
57,0,11,12,10,10
26,0,1,2,0,1
40,1,1,0,2,1
49,0,33,32,35,32
25,0,26,28,27,28
21,0,1,0,2,1
46,1,5,7,6,6
16,0,22,21,20,21
38,0,11,10,12,12
45,0,33,35,34,33
21,1,21,20,22,21
46,1,27,28,26,26
50,0,30,31,29,30
51,0,16,15,17,15
52,1,16,17,15,17
50,0,15,17,16,16
19,1,28,26,27,28
29,1,22,20,21,22
22,0,31,30,29,30
44,0,22,21,20,21
25,0,31,29,30,30
46,1,7,5,6,7
42,1,12,11,10,12
21,1,35,32,34,35
57,0,32,33,35,35
25,0,20,22,21,21
57,0,20,21,22,21
42,1,27,28,26,28
40,1,26,28,27,26
27,0,2,1,0,1
18,0,31,30,29,31
45,1,31,30,29,29
24,1,28,27,26,26
41,0,26,27,28,26
18,0,33,32,34,34
56,1,31,30,29,30
43,0,29,30,31,31
22,0,23,25,24,24
31,1,6,7,5,5
43,1,28,27,26,27
29,1,16,15,17,15
44,1,24,25,23,23
28,1,26,27,28,26
35,1,17,15,16,16
33,1,20,21,22,21
51,0,28,27,26,27
15,1,11,12,10,11
43,0,12,11,10,11
25,0,15,16,17,16
19,1,28,27,26,27
33,0,17,16,15,15
49,1,23,25,24,24
47,0,31,30,29,31
41,1,25,23,24,24
24,1,21,20,22,22
24,0,31,29,30,31
16,0,1,0,2,0
58,1,30,31,29,30
26,1,25,24,23,25
44,0,16,15,17,17
18,1,31,30,29,30
31,1,7,6,5,7
38,0,1,2,0,1
37,1,33,34,35,33
47,1,32,34,33,32
54,0,5,7,6,6
24,0,31,30,29,30
35,1,20,22,21,22
51,0,32,34,33,32
60,1,15,16,17,16
43,0,20,21,22,21
36,1,26,28,27,27
40,1,31,30,29,31
39,0,15,16,17,17
38,0,17,15,16,15
44,1,11,12,10,12
41,1,28,26,27,27
33,0,22,20,21,21
40,0,1,0,2,2
59,0,10,12,11,12
50,1,26,28,27,28
24,1,5,6,7,6
18,0,17,15,16,17
16,0,16,17,15,15
56,1,29,31,30,30
36,1,26,28,27,27
36,1,0,2,1,1
50,0,5,7,6,7
40,0,24,23,25,25
16,1,15,16,17,17
35,1,30,31,29,30
26,0,27,28,26,28
41,1,24,25,23,24
17,0,26,27,28,26
31,0,10,11,12,10
39,0,16,17,15,16
46,1,16,15,17,15
18,0,0,1,2,1
18,1,5,6,7,7
32,1,33,34,32,33
47,1,27,28,26,28
53,0,29,31,30,31
50,0,6,7,5,5
43,0,24,23,25,23
37,0,10,11,12,12
35,0,24,25,23,24
15,0,22,20,21,22
30,0,29,30,31,29
47,0,0,2,1,1
50,1,20,21,22,22
37,1,23,25,24,24
33,0,12,11,10,12
17,1,30,29,31,30
29,0,21,20,22,22
21,0,15,17,16,16
59,1,15,16,17,16
32,0,16,17,15,15
56,0,12,11,10,10
51,0,28,26,27,27
28,1,15,16,17,15
56,1,5,7,6,6
33,1,34,32,33,32
23,0,7,5,6,7
40,1,30,29,31,29
21,1,25,24,23,25
51,0,0,2,1,0
42,0,22,20,21,22
25,0,15,16,17,16
56,1,35,34,32,35
60,0,25,23,24,23
29,0,2,0,1,1
19,0,17,15,16,17
15,1,5,7,6,5
41,0,12,11,10,11
56,1,1,2,0,2
46,1,27,28,26,27
33,1,15,16,17,16
42,0,22,21,20,21
47,1,12,11,10,12
46,1,22,21,20,20
55,1,10,11,12,10
17,0,6,5,7,7
56,0,35,34,33,35
47,0,15,17,16,17
60,0,24,23,25,23
45,1,21,20,22,21
16,0,15,17,16,15
52,0,22,20,21,21
52,0,33,35,32,33
24,1,34,33,35,34
49,1,2,1,0,0
55,1,16,17,15,17
56,1,27,28,26,27
39,1,30,29,31,31
42,0,20,21,22,21
34,1,22,20,21,21
47,0,32,33,35,35
20,1,28,27,26,28
31,0,31,30,29,31
54,0,32,35,34,35
47,1,30,29,31,30
60,0,10,11,12,12
29,1,0,2,1,1
16,1,10,11,12,12
55,0,34,35,32,34
40,0,0,2,1,1
38,0,15,16,17,15
59,1,2,0,1,1
58,1,5,6,7,5
26,1,5,7,6,6
59,1,16,15,17,17
53,1,31,29,30,31
52,0,5,7,6,5
20,1,22,21,20,22
51,0,22,20,21,21
40,0,34,35,33,34
45,0,7,6,5,7
56,1,10,11,12,11
41,0,31,29,30,31
18,0,33,35,32,35
18,0,24,25,23,23
56,1,12,11,10,10
27,0,30,31,29,30
27,0,25,23,24,25
45,1,24,23,25,23
58,0,32,35,33,35
58,1,7,5,6,5
36,1,33,34,35,33
51,1,7,6,5,6
16,1,2,0,1,0
37,0,15,17,16,15
47,0,25,23,24,23
37,0,6,7,5,7
30,0,7,6,5,7
50,1,24,23,25,23
37,1,11,10,12,11
46,1,31,30,29,30
60,1,27,26,28,27
42,1,23,24,25,24
57,1,20,21,22,21
26,0,30,29,31,29
23,0,35,34,32,35
52,0,21,20,22,22
20,1,17,15,16,15
15,0,23,24,25,24
44,0,2,1,0,2
39,0,20,22,21,21
47,1,17,16,15,17
47,0,16,15,17,17
54,1,22,21,20,20
44,1,5,7,6,5
21,0,28,26,27,28
48,1,0,1,2,2
22,0,12,11,10,10
48,1,6,7,5,7
30,0,24,25,23,23
22,0,5,7,6,5
24,1,26,27,28,27
15,1,26,28,27,26
15,1,10,11,12,11
52,0,31,29,30,30
43,0,12,10,11,10
33,0,10,11,12,12
21,0,32,35,34,34
29,1,22,21,20,20
26,0,1,0,2,2
48,0,7,6,5,7
19,0,28,26,27,27
50,0,15,17,16,17
24,0,27,26,28,28
15,0,25,23,24,23
56,0,33,32,34,34
22,1,12,11,10,11
25,1,29,30,31,29
44,0,32,33,34,34
15,1,11,10,12,11
28,1,15,17,16,17
31,0,15,16,17,17
26,0,24,25,23,24
58,1,33,32,35,32
35,1,27,26,28,26
53,0,25,23,24,23
52,0,22,21,20,21
32,1,31,29,30,29
46,1,6,5,7,6
43,1,31,30,29,29
21,0,22,20,21,21
43,0,10,12,11,12
59,0,0,1,2,1
48,0,23,25,24,23
19,0,22,20,21,21
24,1,31,29,30,31
24,0,31,29,30,29
58,1,34,32,35,35
58,1,0,1,2,1
24,0,2,0,1,2
55,0,0,2,1,2
43,0,24,25,23,24
32,1,6,5,7,5
53,1,23,25,24,25
59,1,22,20,21,22
58,0,30,31,29,30
31,1,16,17,15,15
55,0,16,17,15,17
30,0,35,32,33,32
33,0,17,16,15,17
42,1,10,12,11,12
32,1,17,15,16,16
44,1,16,15,17,17
34,1,22,21,20,21
57,1,12,10,11,11
23,1,5,7,6,6
57,0,26,27,28,27
43,0,20,22,21,21
51,1,32,35,33,33
53,0,0,2,1,0
37,1,2,1,0,0
23,0,17,15,16,15
23,1,2,1,0,1
40,0,23,25,24,25
33,0,21,20,22,21
45,0,1,2,0,1
49,0,34,32,35,35
45,0,30,31,29,29
58,0,7,6,5,7
48,0,7,5,6,5
32,0,23,25,24,24
60,1,25,23,24,24
20,1,30,29,31,31
41,1,30,31,29,30
33,0,0,1,2,2
55,0,10,12,11,10
37,1,0,1,2,1
43,0,25,24,23,23
22,1,32,34,33,34
25,1,15,16,17,17
21,0,17,16,15,15
50,0,12,10,11,11
40,1,25,24,23,25
29,1,30,31,29,31
60,1,26,28,27,27
41,1,22,20,21,20
54,0,20,22,21,22
25,0,27,28,26,28
39,0,5,6,7,7
53,1,30,29,31,29
32,0,33,35,34,33
27,0,28,26,27,26
32,0,16,17,15,16
19,0,29,30,31,29
33,0,21,22,20,21
45,1,30,31,29,30
31,1,30,29,31,31
43,0,11,10,12,11
33,0,29,30,31,30
23,0,11,10,12,10
47,1,23,24,25,24
36,0,32,34,33,32
17,1,29,30,31,29
51,0,7,6,5,6
17,1,15,16,17,16
46,0,0,1,2,2
36,1,27,28,26,28
46,1,28,26,27,26
53,1,26,28,27,26
30,1,12,10,11,11
34,0,34,32,35,35
60,0,12,10,11,12
24,0,31,29,30,29
42,1,15,17,16,17
39,0,15,16,17,17
16,0,33,34,32,34
41,1,2,1,0,1
28,0,20,21,22,22
58,0,16,17,15,16
47,1,25,24,23,25
25,1,6,5,7,5
26,1,27,26,28,28
38,0,15,16,17,15
36,0,11,10,12,11
53,1,21,22,20,20
15,1,20,22,21,21
29,0,23,25,24,23
55,1,16,17,15,15
54,0,27,26,28,26
17,0,10,11,12,12
52,1,28,26,27,27
53,0,24,23,25,25
31,0,0,2,1,0
20,1,21,22,20,22
42,0,33,34,32,32
33,0,24,25,23,23
15,0,17,15,16,15
60,0,33,34,35,35
53,0,15,16,17,16
55,0,15,16,17,15
33,1,20,21,22,20
56,1,28,27,26,27
40,0,22,20,21,21
46,0,34,35,32,34
57,0,12,10,11,11
31,0,31,29,30,29
39,1,35,33,32,32
15,0,5,7,6,7
30,1,28,26,27,27
28,1,16,15,17,15
41,1,30,31,29,31
39,1,25,24,23,23
38,1,6,7,5,6
27,0,0,1,2,2
34,0,2,1,0,2
31,0,20,22,21,22
56,0,5,7,6,5
47,0,30,29,31,31
26,0,5,7,6,6
60,0,25,23,24,23
54,1,33,35,32,35
26,1,24,23,25,23
36,0,6,7,5,7
24,0,23,24,25,24
24,0,33,32,35,35
42,0,30,31,29,31
32,1,24,25,23,24
55,1,7,5,6,5
57,0,26,27,28,27
57,0,21,22,20,21
43,1,1,0,2,2
20,1,20,22,21,21
52,0,7,6,5,5
19,1,26,27,28,28
52,0,27,28,26,28
30,0,1,2,0,2
49,1,31,30,29,31
53,1,17,15,16,17
27,1,1,0,2,1
48,1,12,10,11,12
19,0,16,15,17,16
44,0,2,1,0,0
48,0,23,25,24,24
21,0,17,15,16,16
48,1,16,17,15,15
38,1,35,33,32,32
41,1,1,0,2,0
38,1,29,31,30,30
47,0,25,23,24,25
55,1,0,2,1,2
55,0,26,27,28,26
24,1,6,5,7,6
33,1,20,21,22,22
42,0,7,5,6,5
31,1,33,35,32,35
43,0,6,5,7,7
43,0,33,35,34,33
18,0,10,11,12,12
56,1,16,17,15,17
58,1,26,28,27,28
24,1,24,23,25,25
55,0,31,29,30,29
16,1,34,33,32,34
54,1,6,7,5,5
27,0,32,35,33,32
59,0,25,24,23,25
51,0,6,7,5,5
35,0,12,11,10,11
24,0,25,23,24,24
15,1,20,21,22,21
19,1,29,30,31,30
52,0,0,1,2,2
17,1,17,16,15,15
40,0,21,20,22,22
34,0,34,35,32,32
17,1,22,21,20,22
50,1,7,5,6,6
56,0,0,2,1,0
58,0,32,33,35,33
20,1,12,11,10,10
42,0,11,10,12,10
26,0,2,0,1,2
21,0,29,30,31,29
40,0,24,25,23,25
36,0,11,10,12,11
56,0,6,5,7,7
20,0,24,25,23,23
20,1,5,6,7,7
51,0,31,30,29,30
25,1,32,35,34,32
55,0,27,28,26,27
40,1,28,26,27,26
40,0,25,23,24,25
22,0,12,11,10,10
60,0,11,10,12,11
59,1,16,17,15,17
30,0,23,25,24,24
29,1,28,27,26,27
28,0,24,25,23,25
49,0,16,17,15,15
53,1,15,16,17,16
46,1,28,27,26,28
21,1,25,23,24,23
34,1,12,10,11,12
22,0,35,34,33,33
16,0,23,24,25,23
16,1,28,27,26,27
40,1,35,32,33,32
46,1,23,24,25,24
31,0,33,32,35,33
22,0,28,26,27,28
39,1,28,27,26,26
15,0,23,24,25,25
41,1,10,11,12,12
56,1,31,29,30,29
31,0,23,24,25,24
20,0,31,29,30,30
19,1,11,12,10,10
29,1,22,20,21,22
35,0,6,5,7,5
49,1,32,34,33,32
24,1,7,6,5,7
35,0,32,35,33,32
40,1,0,2,1,0
60,0,12,11,10,11
40,0,12,10,11,11
41,0,0,2,1,2
57,1,7,5,6,5
38,0,12,11,10,11
23,1,20,21,22,21
41,0,30,31,29,30
46,0,25,24,23,23
26,0,25,24,23,23
17,1,2,1,0,1
16,1,32,34,33,33
47,0,25,23,24,23
19,1,35,33,32,33
60,1,32,33,34,34
30,0,25,24,23,25
39,0,24,25,23,24
28,0,25,24,23,23
53,1,17,16,15,15
55,0,21,20,22,22
50,1,27,28,26,28
45,0,24,23,25,24
29,0,6,7,5,7
55,1,12,11,10,11
40,1,22,21,20,22
52,0,25,23,24,24
18,0,24,25,23,23
44,0,6,7,5,6
20,1,20,21,22,22
16,0,0,2,1,2
43,1,30,29,31,31
53,1,6,5,7,5
51,0,28,27,26,28
27,0,27,28,26,26
18,1,32,33,34,33
34,1,1,0,2,2
27,0,16,17,15,16
23,0,30,29,31,29
56,0,29,30,31,29
36,0,21,20,22,22
50,1,20,21,22,20
57,0,20,21,22,21
29,1,6,5,7,7
55,1,1,0,2,2
57,1,5,6,7,6
30,1,6,7,5,6
21,0,31,30,29,29
55,1,20,22,21,20
30,0,29,31,30,30
28,0,2,1,0,0
58,1,11,10,12,12
57,0,34,35,32,35
53,0,0,1,2,1
52,1,27,28,26,28
47,0,17,16,15,15
40,1,1,2,0,0
40,1,25,23,24,24
26,0,25,23,24,25
25,1,21,20,22,20
27,1,24,23,25,25
34,1,2,1,0,1
33,0,1,0,2,0
52,1,25,23,24,23
21,1,27,28,26,28
36,1,26,27,28,27
53,1,27,28,26,26
57,0,12,10,11,11
45,0,12,11,10,11
37,1,1,0,2,1
18,1,35,32,34,34
36,0,35,34,33,34
24,0,10,12,11,11
60,0,12,10,11,12
56,1,17,15,16,16
22,0,29,31,30,31
20,1,2,0,1,0
27,1,1,0,2,1
48,1,16,15,17,15
19,1,0,2,1,1
22,1,16,17,15,17
44,0,26,27,28,27
53,0,35,32,34,35
37,1,20,22,21,21
50,1,26,27,28,27
58,0,21,22,20,20
38,1,0,2,1,0
27,1,16,17,15,16
40,0,20,22,21,20
15,1,30,29,31,31
33,0,0,2,1,1
48,1,24,25,23,24
23,0,31,30,29,29
25,1,32,35,34,35
54,0,21,22,20,22
55,1,17,16,15,17
55,0,12,11,10,12
22,0,7,5,6,5
31,1,33,35,32,35
46,1,27,26,28,28
25,1,31,30,29,30
35,1,23,24,25,24
19,0,27,28,26,28
46,1,30,31,29,30
18,1,10,11,12,10
42,0,12,10,11,11
54,1,20,21,22,21
60,0,11,10,12,12
60,1,27,28,26,28
23,1,27,28,26,28
20,0,21,22,20,20
30,1,10,11,12,10
31,0,32,34,35,32
50,1,23,24,25,24
49,1,15,16,17,16
21,1,12,10,11,11
32,0,7,6,5,6
57,0,17,15,16,15
22,0,0,2,1,2
55,0,16,17,15,16
28,0,7,5,6,7
21,0,11,12,10,12
25,0,0,1,2,2
54,1,17,15,16,15
18,0,5,6,7,7
59,0,11,12,10,10
18,1,5,7,6,5
31,0,33,35,34,34
24,1,21,20,22,22
38,1,17,16,15,17
60,0,20,22,21,21
58,0,10,12,11,10
15,0,5,7,6,6
39,0,34,33,32,33
37,1,27,28,26,26
40,0,10,12,11,12
15,0,7,6,5,5
27,0,12,10,11,10
30,0,11,12,10,10
33,0,1,2,0,2
58,1,32,35,34,34
20,0,5,7,6,7
38,0,31,30,29,31
20,0,30,29,31,30
57,1,6,5,7,7
47,0,11,12,10,11
45,0,5,7,6,7
15,0,1,0,2,1
42,0,28,27,26,27
21,1,22,21,20,20
41,1,16,15,17,16
60,0,29,30,31,31
37,1,17,15,16,15
41,0,0,2,1,0
46,0,24,25,23,24
20,0,25,24,23,25
18,0,27,28,26,28
25,1,7,5,6,7
40,0,5,6,7,5
27,0,25,24,23,23
57,0,1,0,2,0
17,1,20,21,22,20
16,1,25,23,24,24
29,1,1,2,0,2
16,0,23,24,25,24
17,0,25,24,23,25
33,0,33,34,35,34
60,1,6,7,5,5
55,1,2,1,0,0
49,1,31,30,29,29
59,1,10,11,12,10
44,0,15,16,17,17
37,0,27,28,26,28
51,0,32,33,35,33
28,1,26,28,27,28
24,0,29,31,30,29
17,1,26,28,27,26
30,0,28,27,26,28
42,0,25,24,23,24
27,1,5,6,7,6
42,0,21,20,22,22
36,1,0,2,1,0
19,0,1,0,2,2
46,1,10,12,11,10
15,1,25,24,23,24
34,0,31,30,29,29
29,0,5,6,7,6
36,1,16,15,17,15
34,0,22,21,20,22
56,1,28,26,27,27
25,0,22,20,21,22
29,0,20,21,22,20
29,1,17,15,16,16
42,1,24,25,23,24
23,0,35,33,32,32
32,1,33,32,35,32
37,0,7,5,6,5
42,1,10,12,11,12
19,1,26,28,27,28
30,0,24,23,25,25
26,1,33,34,35,33
46,0,5,7,6,7
34,1,21,20,22,22
56,1,2,0,1,2
32,0,28,26,27,27
29,1,12,10,11,12
57,1,32,33,34,33
53,0,6,7,5,7
38,1,26,27,28,27
35,1,10,12,11,10
35,0,12,10,11,11
60,0,0,2,1,2
51,0,22,20,21,20
30,1,17,15,16,15
32,0,1,0,2,1
26,0,1,0,2,2
24,0,31,30,29,30
41,0,6,7,5,5
43,0,21,22,20,22
28,1,2,0,1,0
24,1,23,24,25,25
47,1,28,26,27,27
56,0,29,31,30,30
19,0,2,1,0,1
29,1,23,25,24,25
23,1,6,5,7,7
40,0,20,22,21,21
16,1,12,10,11,11
18,0,15,17,16,15
22,0,11,10,12,12
15,1,29,30,31,31
42,0,30,29,31,31
24,1,35,33,32,33
44,1,30,29,31,30
42,0,22,21,20,21
56,1,26,27,28,26
60,1,2,1,0,1
56,0,26,28,27,27
38,0,2,0,1,2
47,0,32,34,35,32
47,0,23,24,25,25
35,0,31,29,30,29
29,0,25,23,24,25
48,0,35,34,33,33
55,1,33,35,34,35
59,0,34,33,32,33
46,0,10,12,11,11
55,0,31,30,29,30
51,0,33,32,34,33
31,1,0,2,1,0
55,1,22,20,21,22
48,0,6,7,5,7
28,0,12,11,10,10
56,0,2,0,1,1
47,0,20,21,22,20
53,1,35,32,34,32
26,1,31,30,29,30
60,1,35,34,32,34
17,0,11,10,12,11
26,1,17,16,15,17
23,0,10,11,12,10
28,0,22,21,20,20
32,0,31,30,29,30
60,0,27,26,28,26
56,0,34,32,33,34
52,0,32,34,33,32
22,0,11,12,10,11
37,1,10,12,11,12
44,0,35,34,32,34
58,0,28,26,27,28
17,1,28,27,26,27
43,1,7,6,5,7
33,1,0,2,1,1
42,1,24,23,25,24
17,1,23,24,25,25
19,0,29,30,31,31
38,0,24,23,25,23
32,1,11,10,12,10
40,0,1,2,0,0
29,1,20,22,21,22
44,0,27,28,26,28
24,0,22,21,20,21
39,0,21,22,20,22
27,0,29,31,30,29
16,0,26,27,28,28
41,0,29,31,30,29
26,0,10,12,11,12
35,1,15,16,17,16
53,1,21,22,20,21
60,1,5,7,6,7
16,1,6,7,5,7
58,0,5,6,7,6
48,0,28,26,27,28
49,1,28,26,27,26
60,1,22,20,21,20
32,0,20,22,21,22
20,1,6,7,5,5
32,0,17,16,15,17
24,0,0,1,2,2
27,0,34,35,33,33
20,0,25,23,24,23
24,0,31,29,30,30
42,0,11,10,12,12
49,1,11,10,12,12
60,1,30,31,29,30
28,1,0,1,2,0
27,0,12,11,10,10
57,1,33,35,32,35
48,0,11,12,10,10
26,0,23,25,24,24
42,0,6,5,7,6
57,0,25,24,23,23
28,1,7,5,6,5
59,0,20,22,21,21
45,0,1,2,0,2
31,1,31,30,29,29
41,1,20,22,21,20
54,0,0,1,2,1
40,0,25,24,23,24
15,1,1,2,0,0
43,0,27,26,28,26
41,0,12,11,10,11
48,0,27,28,26,28
21,1,31,30,29,31
42,0,27,26,28,28
22,0,31,30,29,29
35,1,2,1,0,2
36,0,32,35,33,35
34,1,21,20,22,20
54,0,31,30,29,31
21,1,2,1,0,2
39,0,2,0,1,1
41,1,27,28,26,27
49,1,16,17,15,17
38,1,6,7,5,7
27,0,17,16,15,15
47,1,2,1,0,0
19,1,1,0,2,0
17,1,32,35,33,32
47,1,7,6,5,6
28,1,31,29,30,29
49,1,22,21,20,20
16,1,15,17,16,15
26,1,35,32,33,32
29,1,7,5,6,7
57,1,24,25,23,24
43,1,35,34,33,34
31,0,24,25,23,25
48,0,17,15,16,16
24,0,29,30,31,30
59,0,20,22,21,22
59,1,5,6,7,7
19,1,24,23,25,25
45,0,1,0,2,2
15,0,22,20,21,21
42,0,7,6,5,6
45,0,12,10,11,12
59,0,16,15,17,16
24,0,24,25,23,25
25,1,21,22,20,21
59,0,23,25,24,23
41,0,6,7,5,6
56,1,11,10,12,11
46,1,16,17,15,15
44,1,2,1,0,1
20,0,15,16,17,15
44,0,33,32,35,32
37,0,1,2,0,1
50,0,27,28,26,28
27,0,34,32,33,32
24,1,10,11,12,10
44,0,32,35,33,32
38,1,23,24,25,25
25,1,33,35,34,34
47,0,29,30,31,31
39,1,24,25,23,24
41,0,11,12,10,11
18,0,16,17,15,17
33,0,10,12,11,11
29,0,25,24,23,23
44,0,26,27,28,27
31,0,28,27,26,27
36,0,2,0,1,0
51,1,17,15,16,15
16,0,21,22,20,21
52,1,25,24,23,24
24,1,12,11,10,12
52,0,20,22,21,20
29,0,2,1,0,0
30,0,5,7,6,6
18,0,12,10,11,12
56,0,24,23,25,25
36,1,7,6,5,5
22,0,33,32,34,32
50,0,5,7,6,7
39,1,34,33,35,35
32,1,17,16,15,15
35,1,15,17,16,15
58,1,35,34,33,33
19,0,34,35,32,32
53,0,31,30,29,31
59,1,32,34,33,34
16,1,29,31,30,31
60,1,15,17,16,17
51,0,34,32,33,32
56,1,23,24,25,24
24,0,17,16,15,17
36,1,5,6,7,7
26,0,11,10,12,12
38,0,34,35,32,34
37,0,6,5,7,5
57,1,5,6,7,7
45,1,17,16,15,15
43,0,11,12,10,10
28,1,32,33,35,32
40,1,25,23,24,23
53,1,15,16,17,17
24,0,16,17,15,15
20,0,22,21,20,21
22,1,26,27,28,27
23,1,28,27,26,28
27,1,7,5,6,7
31,0,10,12,11,11
42,1,21,22,20,20
48,0,16,17,15,15
42,0,32,33,35,33
57,1,33,34,32,32
41,1,6,5,7,5
20,1,31,29,30,29
60,0,0,1,2,2
30,1,20,21,22,21
58,1,5,6,7,5
55,1,29,30,31,30
41,1,20,21,22,21
30,1,17,15,16,17
38,1,33,35,32,32
30,1,28,27,26,27
57,0,1,2,0,0
25,0,26,27,28,28
46,0,22,21,20,22
36,0,30,29,31,30
17,0,12,11,10,10
41,1,1,0,2,1
39,1,27,28,26,27
50,1,35,33,32,35
54,1,25,23,24,25
15,0,11,10,12,12
33,0,28,26,27,26
57,1,30,29,31,31
53,1,2,1,0,1
45,0,6,7,5,6
17,0,23,25,24,25
52,0,12,10,11,12
46,0,7,6,5,6
50,0,27,26,28,28
32,1,5,6,7,6
26,1,16,17,15,17
57,0,25,24,23,23
18,0,17,16,15,16
58,1,7,6,5,6
43,1,33,34,32,33
55,1,31,30,29,31
24,1,16,15,17,16
49,0,29,30,31,29
41,1,28,26,27,28
50,1,26,28,27,28
50,0,34,33,32,32
29,0,21,20,22,20
42,1,11,10,12,11
47,0,33,34,32,34
15,1,6,5,7,7
15,1,15,17,16,17
27,0,10,12,11,12
18,0,6,5,7,7
18,0,25,24,23,24
26,0,26,28,27,26
30,0,28,26,27,27
45,1,28,27,26,26
53,1,5,7,6,7
33,1,21,22,20,20
16,1,20,22,21,22
36,0,28,26,27,27
32,1,1,2,0,1
40,0,29,30,31,29
16,1,33,35,34,35
23,1,20,22,21,22
15,1,27,26,28,26
42,1,30,29,31,31
58,0,26,27,28,26
32,1,27,28,26,26
21,0,29,30,31,31
51,0,21,22,20,20
53,1,27,26,28,28
50,1,26,28,27,27
37,1,17,15,16,17
17,1,1,2,0,1
56,0,11,10,12,12
23,1,29,30,31,31
56,0,31,29,30,29
56,1,5,7,6,5
49,0,35,33,32,32
26,0,21,20,22,21
27,1,7,5,6,7
22,1,20,22,21,21
25,1,21,22,20,21
22,0,10,12,11,11
32,0,17,15,16,16
22,1,1,2,0,2
60,0,30,29,31,30
21,1,2,0,1,1
59,1,25,23,24,23
26,0,1,0,2,2
37,1,30,29,31,30
15,1,22,21,20,20
45,1,22,20,21,20
31,0,22,20,21,20
15,0,25,24,23,23
25,0,23,25,24,25
38,1,5,6,7,6
28,1,30,31,29,29
54,1,7,5,6,6
43,0,35,34,33,34
24,0,21,20,22,21
24,0,28,26,27,28
42,1,34,35,32,32
43,1,25,23,24,23
52,0,12,11,10,12
60,0,35,32,33,35
56,1,5,7,6,7
24,1,34,33,35,33
43,1,6,7,5,7
31,1,32,34,33,34
27,0,16,15,17,17
55,0,12,10,11,11
60,0,2,1,0,2
54,0,34,35,32,34
26,0,11,10,12,10
50,0,26,27,28,26
31,1,26,28,27,28
54,1,24,25,23,25
32,1,29,30,31,30
36,0,0,2,1,1
21,1,7,5,6,6
34,0,27,26,28,27
60,0,30,29,31,31
57,0,30,29,31,31
43,1,11,12,10,10
21,1,34,33,32,34
50,0,7,5,6,5
50,0,24,23,25,24
29,0,10,12,11,12
42,1,27,26,28,28
23,0,34,32,33,32
20,0,15,17,16,15
55,0,7,5,6,7
47,1,31,30,29,29
30,0,31,29,30,29
31,0,7,5,6,6
44,1,7,6,5,7
44,0,1,0,2,1
29,0,15,16,17,17
19,1,20,22,21,20
42,1,24,23,25,25
56,0,34,35,32,34
54,1,15,17,16,16
25,1,24,25,23,23
20,0,16,15,17,16
18,1,24,23,25,24
60,1,24,23,25,24
41,0,7,6,5,6
22,1,15,17,16,15
42,1,23,25,24,25
29,1,10,11,12,12
43,1,16,17,15,15
23,1,0,2,1,2
26,1,11,10,12,10
57,1,10,11,12,11
39,1,1,2,0,1
22,1,30,29,31,29
50,0,35,33,34,34
47,1,22,20,21,22
44,0,5,7,6,5
52,1,20,22,21,22
56,1,26,28,27,26
41,0,10,11,12,12
20,1,27,28,26,28
18,0,12,11,10,10
60,1,24,25,23,25
29,0,22,21,20,20
58,1,30,31,29,30
56,0,23,25,24,23
48,0,30,29,31,31
58,0,25,23,24,25
41,0,25,24,23,23
15,1,5,7,6,6
51,1,20,22,21,21
39,1,17,15,16,15
33,0,35,32,34,34
23,1,32,33,34,33
28,0,5,6,7,7
26,0,33,35,34,33
54,1,7,5,6,6
25,0,31,30,29,30
37,0,28,27,26,27
44,0,0,2,1,1
58,0,2,1,0,0
52,0,12,11,10,10
19,0,0,2,1,1
30,0,28,27,26,27
49,1,1,2,0,1
21,1,6,7,5,7
25,1,16,17,15,17
44,0,11,10,12,11
33,0,21,20,22,21
46,0,10,12,11,10
53,1,2,1,0,0
33,0,6,5,7,6
15,0,25,23,24,23
54,1,6,5,7,5
27,1,1,0,2,2
45,1,21,20,22,21
32,0,35,32,34,34
31,1,25,23,24,23
41,1,28,27,26,26
33,0,15,16,17,15
49,0,15,17,16,16
38,0,32,33,34,32
60,1,10,11,12,12
43,0,0,2,1,1
21,1,29,30,31,30
57,0,27,28,26,27
56,0,11,12,10,12
20,0,1,0,2,1
18,0,5,7,6,5
56,0,27,26,28,27
47,1,24,25,23,24
30,0,29,31,30,30
60,1,10,12,11,11
41,0,0,2,1,1
21,0,21,20,22,20
44,0,6,7,5,7
55,0,34,33,32,33
40,1,12,10,11,12
37,0,28,26,27,26
52,0,1,2,0,1
23,1,32,34,35,34
60,1,35,33,34,34
53,1,12,10,11,10
59,1,5,7,6,7
35,0,31,30,29,30
48,0,32,35,33,33
29,0,7,5,6,5
22,1,2,1,0,1
58,0,2,0,1,2
35,0,22,20,21,22
59,0,10,12,11,11
27,1,15,16,17,16
32,0,5,6,7,7
51,0,10,12,11,10
51,0,15,17,16,15
16,1,35,32,34,34
27,0,32,33,35,32
50,0,10,11,12,12
15,0,23,25,24,23
24,1,34,35,33,35
49,0,2,0,1,1
58,0,30,31,29,31
36,1,11,12,10,10
45,0,28,26,27,26
53,1,35,32,34,32
17,1,32,35,34,32
29,0,1,2,0,0
42,0,29,30,31,29
